date,store_id,total_stock,average_price,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,total_revenue_lag_7,rolling_mean_7,rolling_median_7,rolling_min_7,rolling_max_7,rolling_std_7
2017-01-02,10,8395.0,7.994880450070327,0,1,1,2017,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,39,4646.0,5.613869209809267,0,1,1,2017,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,62,25932.0,10.901057542768235,0,1,1,2017,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,22,8027.0,7.303970345963764,0,1,1,2017,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,16,5739.0,6.138835978835981,0,1,1,2017,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,50,15732.0,9.297230046948348,0,1,1,2017,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,58,9056.0,7.244912280701763,0,1,1,2017,2,2,1,0.0,1781.2800000000002,1403.56,359.08000000000004,5898.09,1925.3833671418963
2017-01-02,15,10284.0,7.276369958275389,0,1,1,2017,2,2,1,2173.4300000000003,1697.7642857142857,1403.56,359.08000000000004,5898.09,1918.204098028997
2017-01-02,126,22895.0,10.912878916172701,0,1,1,2017,2,2,1,532.11,1934.137142857143,1469.2799999999997,359.08000000000004,5898.09,1851.4077821009096
2017-01-02,107,8717.0,7.697233502538073,0,1,1,2017,2,2,1,5898.09,1190.9500000000003,1403.56,359.08000000000004,2186.7200000000003,648.1487622709257
2017-01-02,80,8006.0,5.614005449591284,0,1,1,2017,2,2,1,1469.2799999999997,1075.0000000000002,695.78,359.08000000000004,2186.7200000000003,662.4993992701676
2017-01-02,67,9198.0,7.187875862068972,0,1,1,2017,2,2,1,359.08000000000004,1192.687142857143,1182.8899999999999,633.4100000000001,2186.7200000000003,582.4631153905592
2017-01-02,73,6107.0,7.236644182124798,0,1,1,2017,2,2,1,633.4100000000001,1167.6214285714289,1182.8899999999999,457.94999999999993,2186.7200000000003,613.4912932125595
2017-01-02,99,3574.0,5.7271043771043795,0,1,1,2017,2,2,1,1403.56,980.317142857143,695.78,92.43,2186.7200000000003,720.3030301596283
2017-01-02,120,4648.0,5.468142076502734,0,1,1,2017,2,2,1,1588.8200000000002,797.874285714286,657.6299999999999,92.43,2186.7200000000003,701.9932776234903
2017-01-02,55,11612.0,8.91553014553014,0,1,1,2017,2,2,1,2186.7200000000003,614.1657142857142,657.6299999999999,92.43,1182.8899999999999,365.65433325556324
2017-01-02,26,28903.0,11.52908649959576,0,1,1,2017,2,2,1,695.78,1175.6628571428575,657.6299999999999,92.43,4626.260000000001,1564.4756802383165
2017-01-02,143,4493.0,5.532231182795701,0,1,1,2017,2,2,1,657.6299999999999,1117.697142857143,457.94999999999993,92.43,4626.260000000001,1594.10476223819
2017-01-02,77,4003.0,5.622537313432837,0,1,1,2017,2,2,1,1182.8899999999999,1000.6571428571431,363.60999999999996,92.43,4626.260000000001,1618.4111929679088
2017-01-02,97,33166.0,11.424017094017053,0,1,1,2017,2,2,1,457.94999999999993,1439.3128571428574,363.60999999999996,92.43,4626.260000000001,1846.810655515018
2017-01-02,20,26149.0,10.186254237288109,0,1,1,2017,2,2,1,92.43,2084.374285714286,900.7599999999998,251.87,4626.260000000001,2072.7246731123196
2017-01-02,52,8263.0,8.012813918305604,0,1,1,2017,2,2,1,311.72,2154.284285714286,900.7599999999998,251.87,4626.260000000001,2010.2831022757066
2017-01-02,14,4335.0,6.058100558659221,0,1,1,2017,2,2,1,900.7599999999998,2151.0442857142857,878.0800000000002,251.87,4626.260000000001,2012.6570194882286
2017-01-02,3,6386.0,5.9719047619047645,0,1,1,2017,2,2,1,4626.260000000001,1560.2814285714287,801.0899999999999,251.87,4607.860000000001,1755.5172175499406
2017-01-02,95,23184.0,10.087339782345822,0,1,1,2017,2,2,1,251.87,2461.9742857142855,878.0800000000002,363.60999999999996,6563.72,2453.641892438375
2017-01-02,89,5108.0,6.296151761517618,0,1,1,2017,2,2,1,363.60999999999996,2427.808571428571,878.0800000000002,124.44999999999997,6563.72,2489.1386480897936
2017-01-09,50,18098.0,9.48827199999999,0,1,1,2017,9,9,2,3528.5399999999995,2067.314285714286,878.0800000000002,124.44999999999997,6563.72,2485.884190664408
2017-01-09,20,29625.0,9.955379609544444,0,1,1,2017,9,9,2,4607.860000000001,2169.0228571428574,878.0800000000002,124.44999999999997,6563.72,2618.1968896215217
2017-01-09,22,9004.0,7.257954239569324,0,1,1,2017,9,9,2,801.0899999999999,2312.501428571429,1005.08,124.44999999999997,6563.72,2557.5567509534603
2017-01-09,89,5662.0,6.564055299539174,0,1,1,2017,9,9,2,878.0800000000002,2219.3700000000003,1005.08,124.44999999999997,6563.72,2629.3573577016878
2017-01-09,99,4167.0,5.720114285714286,0,1,1,2017,9,9,2,490.91999999999996,2168.951428571429,1005.08,124.44999999999997,6563.72,2671.077490529671
2017-01-09,16,6314.0,6.248639455782315,0,1,1,2017,9,9,2,6563.72,1289.9371428571433,410.62000000000006,124.44999999999997,5319.820000000001,1878.6966039137724
2017-01-09,143,4608.0,5.712095238095238,0,1,1,2017,9,9,2,124.44999999999997,1315.14,410.62000000000006,137.99,5319.820000000001,1861.5608514630937
2017-01-09,67,10313.0,7.316738868832741,0,1,1,2017,9,9,2,1005.08,1375.1828571428575,410.62000000000006,137.99,5319.820000000001,1856.6651315078714
2017-01-09,120,5749.0,5.500345622119817,0,1,1,2017,9,9,2,5319.820000000001,662.0171428571432,327.66,137.99,1805.4400000000005,665.8499654004698
2017-01-09,97,38740.0,11.568309018567597,0,1,1,2017,9,9,2,1805.4400000000005,969.3828571428577,327.66,137.99,3957.000000000002,1387.3426325739226
2017-01-09,126,26075.0,10.971374100719393,0,1,1,2017,9,9,2,226.15999999999997,1202.4300000000005,410.62000000000006,137.99,3957.000000000002,1378.6765856670904
2017-01-09,73,6899.0,7.477014925373146,0,1,1,2017,9,9,2,137.99,1254.2414285714292,500.67,300.87,3957.000000000002,1338.2288283576986
2017-01-09,77,4571.0,5.54007614213198,0,1,1,2017,9,9,2,410.62000000000006,1240.9628571428577,500.67,300.87,3957.000000000002,1348.417162524445
